"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.surveycode","Approve","Reject"
"371Q3BEXDJ0RL36J77MFCYV8I7QSZD","3PSRKXHSTT6WK6WI8JCA46T8FFQJHL","Collaborate with a partner to find a room within an indoor scene","One partner will act as the ""navigator"", using their mouse to move through a browser-based 3D indoor scene. The other partner, the ""oracle"", has a view of the best path towards the goal. The two partners communicate via chat to find a specified room.","navigation, dialog, chat","$1.00","Sun Jun 09 12:25:51 PDT 2019","20","BatchId:3670011;OriginalHitTemplateId:920937340;","3600","259200","Sun Jun 16 12:25:51 PDT 2019","","","30IQTZXKANX51IKLNPKBTR42S3YX0O","A2EKR2ZFO10VMV","Approved","Sun Jun 09 12:26:15 PDT 2019","Sun Jun 09 12:37:37 PDT 2019","Wed Jun 12 12:37:37 PDT 2019","Sun Jun 09 16:31:25 PDT 2019","","","682","100% (1/1)","100% (1/1)","100% (1/1)","5cfd5e36be024_35630ad6bff1f"
"371Q3BEXDJ0RL36J77MFCYV8I7QSZD","3PSRKXHSTT6WK6WI8JCA46T8FFQJHL","Collaborate with a partner to find a room within an indoor scene","One partner will act as the ""navigator"", using their mouse to move through a browser-based 3D indoor scene. The other partner, the ""oracle"", has a view of the best path towards the goal. The two partners communicate via chat to find a specified room.","navigation, dialog, chat","$1.00","Sun Jun 09 12:25:51 PDT 2019","20","BatchId:3670011;OriginalHitTemplateId:920937340;","3600","259200","Sun Jun 16 12:25:51 PDT 2019","","","31EUONYN2YUY0A79PVL4V73ZAV6OV2","A3CH1Z6J9R38G9","Approved","Sun Jun 09 12:27:21 PDT 2019","Sun Jun 09 12:30:18 PDT 2019","Wed Jun 12 12:30:18 PDT 2019","Sun Jun 09 16:31:25 PDT 2019","","","177","100% (1/1)","100% (1/1)","100% (1/1)","5cfd5da427022_4b59db843d824"
"371Q3BEXDJ0RL36J77MFCYV8I7QSZD","3PSRKXHSTT6WK6WI8JCA46T8FFQJHL","Collaborate with a partner to find a room within an indoor scene","One partner will act as the ""navigator"", using their mouse to move through a browser-based 3D indoor scene. The other partner, the ""oracle"", has a view of the best path towards the goal. The two partners communicate via chat to find a specified room.","navigation, dialog, chat","$1.00","Sun Jun 09 12:25:51 PDT 2019","20","BatchId:3670011;OriginalHitTemplateId:920937340;","3600","259200","Sun Jun 16 12:25:51 PDT 2019","","","31JLPPHS2XLEO15Q5LFYCCBGJC6O30","A1B14CS9DW7008","Approved","Sun Jun 09 15:41:49 PDT 2019","Sun Jun 09 16:05:00 PDT 2019","Wed Jun 12 16:05:00 PDT 2019","Sun Jun 09 16:31:25 PDT 2019","","","1391","100% (1/1)","100% (1/1)","100% (1/1)","5cfd8f14db630_59035ad55e413"
"371Q3BEXDJ0RL36J77MFCYV8I7QSZD","3PSRKXHSTT6WK6WI8JCA46T8FFQJHL","Collaborate with a partner to find a room within an indoor scene","One partner will act as the ""navigator"", using their mouse to move through a browser-based 3D indoor scene. The other partner, the ""oracle"", has a view of the best path towards the goal. The two partners communicate via chat to find a specified room.","navigation, dialog, chat","$1.00","Sun Jun 09 12:25:51 PDT 2019","20","BatchId:3670011;OriginalHitTemplateId:920937340;","3600","259200","Sun Jun 16 12:25:51 PDT 2019","","","31LM9EDVOOJ7RU737R78DUS0PYIJNL","A1XUZFDVKP95VC","Approved","Sun Jun 09 15:01:02 PDT 2019","Sun Jun 09 15:09:47 PDT 2019","Wed Jun 12 15:09:47 PDT 2019","Sun Jun 09 16:31:25 PDT 2019","","","525","100% (1/1)","100% (1/1)","100% (1/1)","5cfd81afe391e_b3c05e0f9e764"
"371Q3BEXDJ0RL36J77MFCYV8I7QSZD","3PSRKXHSTT6WK6WI8JCA46T8FFQJHL","Collaborate with a partner to find a room within an indoor scene","One partner will act as the ""navigator"", using their mouse to move through a browser-based 3D indoor scene. The other partner, the ""oracle"", has a view of the best path towards the goal. The two partners communicate via chat to find a specified room.","navigation, dialog, chat","$1.00","Sun Jun 09 12:25:51 PDT 2019","20","BatchId:3670011;OriginalHitTemplateId:920937340;","3600","259200","Sun Jun 16 12:25:51 PDT 2019","","","31LVTDXBLA1Y1INV3J022TA2UKORLV","A3CWEIEY3TGJFX","Approved","Sun Jun 09 13:26:30 PDT 2019","Sun Jun 09 13:35:48 PDT 2019","Wed Jun 12 13:35:48 PDT 2019","Sun Jun 09 16:31:26 PDT 2019","","","558","100% (1/1)","100% (1/1)","100% (1/1)","5cfd6b84b33ac_5b81879aed790"
"371Q3BEXDJ0RL36J77MFCYV8I7QSZD","3PSRKXHSTT6WK6WI8JCA46T8FFQJHL","Collaborate with a partner to find a room within an indoor scene","One partner will act as the ""navigator"", using their mouse to move through a browser-based 3D indoor scene. The other partner, the ""oracle"", has a view of the best path towards the goal. The two partners communicate via chat to find a specified room.","navigation, dialog, chat","$1.00","Sun Jun 09 12:25:51 PDT 2019","20","BatchId:3670011;OriginalHitTemplateId:920937340;","3600","259200","Sun Jun 16 12:25:51 PDT 2019","","","32N49TQG3J99Y6D8FCGMUCJULEFVAN","A2RTJ6BDY0DZVZ","Approved","Sun Jun 09 13:44:16 PDT 2019","Sun Jun 09 13:54:48 PDT 2019","Wed Jun 12 13:54:48 PDT 2019","Sun Jun 09 16:31:26 PDT 2019","","","632","100% (1/1)","100% (1/1)","100% (1/1)","5cfd7035cd661_0dfdac828119c"
"371Q3BEXDJ0RL36J77MFCYV8I7QSZD","3PSRKXHSTT6WK6WI8JCA46T8FFQJHL","Collaborate with a partner to find a room within an indoor scene","One partner will act as the ""navigator"", using their mouse to move through a browser-based 3D indoor scene. The other partner, the ""oracle"", has a view of the best path towards the goal. The two partners communicate via chat to find a specified room.","navigation, dialog, chat","$1.00","Sun Jun 09 12:25:51 PDT 2019","20","BatchId:3670011;OriginalHitTemplateId:920937340;","3600","259200","Sun Jun 16 12:25:51 PDT 2019","","","35BLDD71I9OAZELGR4WLB5A3U06VZA","A3SD02HCW68EUL","Approved","Sun Jun 09 16:13:20 PDT 2019","Sun Jun 09 16:26:15 PDT 2019","Wed Jun 12 16:26:15 PDT 2019","Sun Jun 09 16:31:26 PDT 2019","","","775","100% (1/1)","100% (1/1)","100% (1/1)","5cfd945936199_24128248dcd84"
"371Q3BEXDJ0RL36J77MFCYV8I7QSZD","3PSRKXHSTT6WK6WI8JCA46T8FFQJHL","Collaborate with a partner to find a room within an indoor scene","One partner will act as the ""navigator"", using their mouse to move through a browser-based 3D indoor scene. The other partner, the ""oracle"", has a view of the best path towards the goal. The two partners communicate via chat to find a specified room.","navigation, dialog, chat","$1.00","Sun Jun 09 12:25:51 PDT 2019","20","BatchId:3670011;OriginalHitTemplateId:920937340;","3600","259200","Sun Jun 16 12:25:51 PDT 2019","","","35H6S234SDRRDAMQJ8HXA9N9C7Z56C","A3F51C49T9A34D","Approved","Sun Jun 09 15:04:25 PDT 2019","Sun Jun 09 15:55:29 PDT 2019","Wed Jun 12 15:55:29 PDT 2019","Sun Jun 09 16:31:26 PDT 2019","","","3064","100% (1/1)","100% (1/1)","100% (1/1)","5cfd8ccba8114_bfef2b210ca4a"
"371Q3BEXDJ0RL36J77MFCYV8I7QSZD","3PSRKXHSTT6WK6WI8JCA46T8FFQJHL","Collaborate with a partner to find a room within an indoor scene","One partner will act as the ""navigator"", using their mouse to move through a browser-based 3D indoor scene. The other partner, the ""oracle"", has a view of the best path towards the goal. The two partners communicate via chat to find a specified room.","navigation, dialog, chat","$1.00","Sun Jun 09 12:25:51 PDT 2019","20","BatchId:3670011;OriginalHitTemplateId:920937340;","3600","259200","Sun Jun 16 12:25:51 PDT 2019","","","384PI804XVSX51YMTFEOUJNADO80SV","A15PHPJA7AWCS3","Approved","Sun Jun 09 13:35:04 PDT 2019","Sun Jun 09 14:18:18 PDT 2019","Wed Jun 12 14:18:18 PDT 2019","Sun Jun 09 16:31:26 PDT 2019","","","2594","100% (1/1)","100% (1/1)","100% (1/1)","5cfd75a68f900_3099c1276be0c"
"371Q3BEXDJ0RL36J77MFCYV8I7QSZD","3PSRKXHSTT6WK6WI8JCA46T8FFQJHL","Collaborate with a partner to find a room within an indoor scene","One partner will act as the ""navigator"", using their mouse to move through a browser-based 3D indoor scene. The other partner, the ""oracle"", has a view of the best path towards the goal. The two partners communicate via chat to find a specified room.","navigation, dialog, chat","$1.00","Sun Jun 09 12:25:51 PDT 2019","20","BatchId:3670011;OriginalHitTemplateId:920937340;","3600","259200","Sun Jun 16 12:25:51 PDT 2019","","","39LOEL67OVWB39IAY4Q2FQLG46B83O","A3APKUC67F9IMW","Approved","Sun Jun 09 13:33:37 PDT 2019","Sun Jun 09 14:30:54 PDT 2019","Wed Jun 12 14:30:54 PDT 2019","Sun Jun 09 16:31:26 PDT 2019","","","3437","100% (1/1)","100% (1/1)","100% (1/1)","5cfd729b21a0e_8a681118ad8b1"
"371Q3BEXDJ0RL36J77MFCYV8I7QSZD","3PSRKXHSTT6WK6WI8JCA46T8FFQJHL","Collaborate with a partner to find a room within an indoor scene","One partner will act as the ""navigator"", using their mouse to move through a browser-based 3D indoor scene. The other partner, the ""oracle"", has a view of the best path towards the goal. The two partners communicate via chat to find a specified room.","navigation, dialog, chat","$1.00","Sun Jun 09 12:25:51 PDT 2019","20","BatchId:3670011;OriginalHitTemplateId:920937340;","3600","259200","Sun Jun 16 12:25:51 PDT 2019","","","3AZHRG4CU7BTLKD730DNMBFYL8J30G","A2OZF756R5JSG4","Approved","Sun Jun 09 14:33:08 PDT 2019","Sun Jun 09 14:41:56 PDT 2019","Wed Jun 12 14:41:56 PDT 2019","Sun Jun 09 16:31:27 PDT 2019","","","528","100% (1/1)","100% (1/1)","100% (1/1)","5cfd7ba63781c_0221f1aa80be6"
"371Q3BEXDJ0RL36J77MFCYV8I7QSZD","3PSRKXHSTT6WK6WI8JCA46T8FFQJHL","Collaborate with a partner to find a room within an indoor scene","One partner will act as the ""navigator"", using their mouse to move through a browser-based 3D indoor scene. The other partner, the ""oracle"", has a view of the best path towards the goal. The two partners communicate via chat to find a specified room.","navigation, dialog, chat","$1.00","Sun Jun 09 12:25:51 PDT 2019","20","BatchId:3670011;OriginalHitTemplateId:920937340;","3600","259200","Sun Jun 16 12:25:51 PDT 2019","","","3IX2EGZR7EAS6SZV0YOPMEXAQVJRJT","ALF9AAZGQP4K5","Approved","Sun Jun 09 13:44:27 PDT 2019","Sun Jun 09 14:31:36 PDT 2019","Wed Jun 12 14:31:36 PDT 2019","Sun Jun 09 16:31:27 PDT 2019","","","2829","100% (1/1)","100% (1/1)","100% (1/1)","5cfd72052692c_5be464f128580"
"371Q3BEXDJ0RL36J77MFCYV8I7QSZD","3PSRKXHSTT6WK6WI8JCA46T8FFQJHL","Collaborate with a partner to find a room within an indoor scene","One partner will act as the ""navigator"", using their mouse to move through a browser-based 3D indoor scene. The other partner, the ""oracle"", has a view of the best path towards the goal. The two partners communicate via chat to find a specified room.","navigation, dialog, chat","$1.00","Sun Jun 09 12:25:51 PDT 2019","20","BatchId:3670011;OriginalHitTemplateId:920937340;","3600","259200","Sun Jun 16 12:25:51 PDT 2019","","","3LRKMWOKB8812NNE3UCA90DSX1U2ZO","A1GKD3NG1NNHRP","Approved","Sun Jun 09 14:09:51 PDT 2019","Sun Jun 09 14:29:56 PDT 2019","Wed Jun 12 14:29:56 PDT 2019","Sun Jun 09 16:31:27 PDT 2019","","","1205","100% (1/1)","100% (1/1)","100% (1/1)","5cfd763858042_ed011544568ac"
"371Q3BEXDJ0RL36J77MFCYV8I7QSZD","3PSRKXHSTT6WK6WI8JCA46T8FFQJHL","Collaborate with a partner to find a room within an indoor scene","One partner will act as the ""navigator"", using their mouse to move through a browser-based 3D indoor scene. The other partner, the ""oracle"", has a view of the best path towards the goal. The two partners communicate via chat to find a specified room.","navigation, dialog, chat","$1.00","Sun Jun 09 12:25:51 PDT 2019","20","BatchId:3670011;OriginalHitTemplateId:920937340;","3600","259200","Sun Jun 16 12:25:51 PDT 2019","","","3MAOD8E57T18MECSOVM9430F0WAXN0","A11Q8U6QTT8KGF","Approved","Sun Jun 09 13:34:09 PDT 2019","Sun Jun 09 14:28:41 PDT 2019","Wed Jun 12 14:28:41 PDT 2019","Sun Jun 09 16:31:27 PDT 2019","","","3272","100% (1/1)","100% (1/1)","100% (1/1)","5cfd78af15d72_b0ac291e4bb4d"
"371Q3BEXDJ0RL36J77MFCYV8I7QSZD","3PSRKXHSTT6WK6WI8JCA46T8FFQJHL","Collaborate with a partner to find a room within an indoor scene","One partner will act as the ""navigator"", using their mouse to move through a browser-based 3D indoor scene. The other partner, the ""oracle"", has a view of the best path towards the goal. The two partners communicate via chat to find a specified room.","navigation, dialog, chat","$1.00","Sun Jun 09 12:25:51 PDT 2019","20","BatchId:3670011;OriginalHitTemplateId:920937340;","3600","259200","Sun Jun 16 12:25:51 PDT 2019","","","3OVHNO1VE9SO5XLU0JWR5J4WUSCDZ1","A10JXOU89D5RXR","Approved","Sun Jun 09 13:25:37 PDT 2019","Sun Jun 09 13:35:36 PDT 2019","Wed Jun 12 13:35:36 PDT 2019","Sun Jun 09 16:31:27 PDT 2019","","","599","100% (1/1)","100% (1/1)","100% (1/1)","5cfd6bd174a0b_95fb8646a6526"
"371Q3BEXDJ0RL36J77MFCYV8I7QSZD","3PSRKXHSTT6WK6WI8JCA46T8FFQJHL","Collaborate with a partner to find a room within an indoor scene","One partner will act as the ""navigator"", using their mouse to move through a browser-based 3D indoor scene. The other partner, the ""oracle"", has a view of the best path towards the goal. The two partners communicate via chat to find a specified room.","navigation, dialog, chat","$1.00","Sun Jun 09 12:25:51 PDT 2019","20","BatchId:3670011;OriginalHitTemplateId:920937340;","3600","259200","Sun Jun 16 12:25:51 PDT 2019","","","3OXV7EAXLHHOZVZM5PT4VCPPYCH36V","A3JLE2LJ5I17E2","Approved","Sun Jun 09 16:17:33 PDT 2019","Sun Jun 09 17:16:45 PDT 2019","Wed Jun 12 17:16:45 PDT 2019","Sun Jun 09 18:24:00 PDT 2019","","","3552","100% (1/1)","100% (1/1)","100% (1/1)","5cfd9f975fcdf_6684ad5a3f16d"
"371Q3BEXDJ0RL36J77MFCYV8I7QSZD","3PSRKXHSTT6WK6WI8JCA46T8FFQJHL","Collaborate with a partner to find a room within an indoor scene","One partner will act as the ""navigator"", using their mouse to move through a browser-based 3D indoor scene. The other partner, the ""oracle"", has a view of the best path towards the goal. The two partners communicate via chat to find a specified room.","navigation, dialog, chat","$1.00","Sun Jun 09 12:25:51 PDT 2019","20","BatchId:3670011;OriginalHitTemplateId:920937340;","3600","259200","Sun Jun 16 12:25:51 PDT 2019","","","3QBD8R3Z24AZ6XOU5ZKHMH3MXBGO4X","A2NA2OJT15COZY","Approved","Sun Jun 09 13:34:49 PDT 2019","Sun Jun 09 13:42:55 PDT 2019","Wed Jun 12 13:42:55 PDT 2019","Sun Jun 09 16:31:27 PDT 2019","","","486","100% (1/1)","100% (1/1)","100% (1/1)","5cfd6dbe64983_d7ccebb38b2db"
"371Q3BEXDJ0RL36J77MFCYV8I7QSZD","3PSRKXHSTT6WK6WI8JCA46T8FFQJHL","Collaborate with a partner to find a room within an indoor scene","One partner will act as the ""navigator"", using their mouse to move through a browser-based 3D indoor scene. The other partner, the ""oracle"", has a view of the best path towards the goal. The two partners communicate via chat to find a specified room.","navigation, dialog, chat","$1.00","Sun Jun 09 12:25:51 PDT 2019","20","BatchId:3670011;OriginalHitTemplateId:920937340;","3600","259200","Sun Jun 16 12:25:51 PDT 2019","","","3QL2OFSM999KJG1XXZQMQQF5ZEMNCO","A272X64FOZFYLB","Approved","Sun Jun 09 12:28:12 PDT 2019","Sun Jun 09 12:37:29 PDT 2019","Wed Jun 12 12:37:29 PDT 2019","Sun Jun 09 16:31:27 PDT 2019","","","557","100% (1/1)","100% (1/1)","100% (1/1)","5cfd5de1c26d1_de4aa28c53ef9"
"371Q3BEXDJ0RL36J77MFCYV8I7QSZD","3PSRKXHSTT6WK6WI8JCA46T8FFQJHL","Collaborate with a partner to find a room within an indoor scene","One partner will act as the ""navigator"", using their mouse to move through a browser-based 3D indoor scene. The other partner, the ""oracle"", has a view of the best path towards the goal. The two partners communicate via chat to find a specified room.","navigation, dialog, chat","$1.00","Sun Jun 09 12:25:51 PDT 2019","20","BatchId:3670011;OriginalHitTemplateId:920937340;","3600","259200","Sun Jun 16 12:25:51 PDT 2019","","","3Y54SXRO1OCE0NNHGMXYTV73VWYTUO","AQOXSP4W3ITSW","Approved","Sun Jun 09 14:27:42 PDT 2019","Sun Jun 09 14:36:26 PDT 2019","Wed Jun 12 14:36:26 PDT 2019","Sun Jun 09 16:31:27 PDT 2019","","","524","100% (1/1)","100% (1/1)","100% (1/1)","5cfd7a5d7a420_35953aab54aba"
"371Q3BEXDJ0RL36J77MFCYV8I7QSZD","3PSRKXHSTT6WK6WI8JCA46T8FFQJHL","Collaborate with a partner to find a room within an indoor scene","One partner will act as the ""navigator"", using their mouse to move through a browser-based 3D indoor scene. The other partner, the ""oracle"", has a view of the best path towards the goal. The two partners communicate via chat to find a specified room.","navigation, dialog, chat","$1.00","Sun Jun 09 12:25:51 PDT 2019","20","BatchId:3670011;OriginalHitTemplateId:920937340;","3600","259200","Sun Jun 16 12:25:51 PDT 2019","","","3ZOTGHDK5L2I8IQ5V0GZKKJSBRCOSX","AAIQLE701DI9U","Approved","Sun Jun 09 12:26:14 PDT 2019","Sun Jun 09 12:30:09 PDT 2019","Wed Jun 12 12:30:09 PDT 2019","Sun Jun 09 16:31:27 PDT 2019","","","235","100% (1/1)","100% (1/1)","100% (1/1)","5cfd5daab01cc_d30487b590246"